"","run_number","metric_result","scenario","mc_weight"
"SSP1-1.9.1",1,0.912156606383186,"SSP1-1.9",0.00635774141538925
"SSP1-1.9.2",2,0.652305221683111,"SSP1-1.9",0.000330164450013641
"SSP1-1.9.3",3,0.846578995450144,"SSP1-1.9",0.00110935814060687
"SSP1-1.9.4",4,0.64212229231819,"SSP1-1.9",0.00385133400799958
"SSP1-1.9.5",5,0.714106234025885,"SSP1-1.9",0.0697860112921735
"SSP1-1.9.6",6,0.865387971261681,"SSP1-1.9",0.020241065012926
"SSP1-1.9.7",7,0.608371291295467,"SSP1-1.9",0.00868081444372597
"SSP1-1.9.8",8,0.74891623639859,"SSP1-1.9",8.93034156420039e-07
"SSP1-1.9.9",9,0.752637352033321,"SSP1-1.9",2.2993106597217e-06
"SSP1-1.9.10",10,1.03096285207954,"SSP1-1.9",0.000323859186760202
"SSP1-1.9.11",11,0.591318254644853,"SSP1-1.9",0.079009033908681
"SSP1-1.9.12",12,0.833226990997762,"SSP1-1.9",0.00220738831134016
"SSP1-1.9.13",13,0.760614494414913,"SSP1-1.9",0.0313993564244524
"SSP1-1.9.14",14,0.365327354575261,"SSP1-1.9",0.00443531848898764
"SSP1-1.9.15",15,0.685924064874293,"SSP1-1.9",0.0206610475031334
"SSP1-1.9.16",16,0.777853146775243,"SSP1-1.9",0.0390481289941293
"SSP1-1.9.17",17,0.793055682015041,"SSP1-1.9",0.00477021037799593
"SSP1-1.9.18",18,1.0146179454709,"SSP1-1.9",8.19442701146552e-06
"SSP1-1.9.19",19,1.01213777302701,"SSP1-1.9",0.00123704274888422
"SSP1-1.9.20",20,0.601702883684017,"SSP1-1.9",0.000363187710447539
"SSP1-1.9.21",21,0.661875490917455,"SSP1-1.9",2.26082560084725e-05
"SSP1-1.9.22",22,0.838070689589345,"SSP1-1.9",0.0502485274021455
"SSP1-1.9.23",23,0.490199686379632,"SSP1-1.9",2.86315203400325e-05
"SSP1-1.9.24",24,0.632429164292248,"SSP1-1.9",0.00177429393335464
"SSP1-1.9.25",25,0.550715314359426,"SSP1-1.9",0.0138538402598141
"SSP1-1.9.26",26,0.542150223448783,"SSP1-1.9",0.000820061696592471
"SSP1-1.9.27",27,0.990104234105521,"SSP1-1.9",5.96594045012478e-10
