"","run_number","metric_result","scenario","mc_weight"
"SSP1-1.9.1",1,0.676599636807532,"SSP1-1.9",0.00635774141538925
"SSP1-1.9.2",2,0.56795005690016,"SSP1-1.9",0.000330164450013641
"SSP1-1.9.3",3,0.646180117736161,"SSP1-1.9",0.00110935814060687
"SSP1-1.9.4",4,0.542042651751081,"SSP1-1.9",0.00385133400799958
"SSP1-1.9.5",5,0.624556877826085,"SSP1-1.9",0.0697860112921735
"SSP1-1.9.6",6,0.639826668815806,"SSP1-1.9",0.020241065012926
"SSP1-1.9.7",7,0.527042500084626,"SSP1-1.9",0.00868081444372597
"SSP1-1.9.8",8,0.575548561433758,"SSP1-1.9",8.93034156420039e-07
"SSP1-1.9.9",9,0.623458385892523,"SSP1-1.9",2.2993106597217e-06
"SSP1-1.9.10",10,0.741026919138439,"SSP1-1.9",0.000323859186760202
"SSP1-1.9.11",11,0.445468579653342,"SSP1-1.9",0.079009033908681
"SSP1-1.9.12",12,0.602550246781791,"SSP1-1.9",0.00220738831134016
"SSP1-1.9.13",13,0.618721173803194,"SSP1-1.9",0.0313993564244524
"SSP1-1.9.14",14,0.409825433322941,"SSP1-1.9",0.00443531848898764
"SSP1-1.9.15",15,0.587498123053862,"SSP1-1.9",0.0206610475031334
"SSP1-1.9.16",16,0.62177470254283,"SSP1-1.9",0.0390481289941293
"SSP1-1.9.17",17,0.61817276063036,"SSP1-1.9",0.00477021037799593
"SSP1-1.9.18",18,0.751630459873048,"SSP1-1.9",8.19442701146552e-06
"SSP1-1.9.19",19,0.713540580630746,"SSP1-1.9",0.00123704274888422
"SSP1-1.9.20",20,0.514441303435228,"SSP1-1.9",0.000363187710447539
"SSP1-1.9.21",21,0.562281823213117,"SSP1-1.9",2.26082560084725e-05
"SSP1-1.9.22",22,0.626637472244885,"SSP1-1.9",0.0502485274021455
"SSP1-1.9.23",23,0.454506933259477,"SSP1-1.9",2.86315203400325e-05
"SSP1-1.9.24",24,0.506974734958766,"SSP1-1.9",0.00177429393335464
"SSP1-1.9.25",25,0.488735262763205,"SSP1-1.9",0.0138538402598141
"SSP1-1.9.26",26,0.467768378780279,"SSP1-1.9",0.000820061696592471
"SSP1-1.9.27",27,0.740271944256607,"SSP1-1.9",5.96594045012478e-10
"SSP1-1.9.28",28,0.677829487625875,"SSP1-1.9",0.0014893106367303
"SSP1-1.9.29",29,0.660463410213353,"SSP1-1.9",0.00194829609517764
"SSP1-1.9.30",30,0.863752336061149,"SSP1-1.9",0.00517538881240685
"SSP1-1.9.31",31,0.611209477671593,"SSP1-1.9",0.00204682677851022
"SSP1-1.9.32",32,0.447544199819149,"SSP1-1.9",0.00262588808362902
"SSP1-1.9.33",33,0.606044614459248,"SSP1-1.9",0.07489535665594
"SSP1-1.9.34",34,0.712979880303204,"SSP1-1.9",0.00319380667003874
"SSP1-1.9.35",35,0.717466914914582,"SSP1-1.9",0.00507896958038899
"SSP1-1.9.36",36,0.67562359813178,"SSP1-1.9",0.013225918696887
"SSP1-1.9.37",37,0.830327403601315,"SSP1-1.9",9.46074214422691e-07
"SSP1-1.9.38",38,0.61149397046348,"SSP1-1.9",0.00525434414282947
"SSP1-1.9.39",39,0.634267645754017,"SSP1-1.9",0.000318290959028587
"SSP1-1.9.40",40,0.472430354715446,"SSP1-1.9",0.000107836967306078
"SSP1-1.9.41",41,0.651284761975035,"SSP1-1.9",7.1234604917146e-05
"SSP1-1.9.42",42,0.773922682122556,"SSP1-1.9",1.88039861910793e-05
"SSP1-1.9.43",43,0.823459123442304,"SSP1-1.9",0.0447134938854513
"SSP1-1.9.44",44,0.491948001450066,"SSP1-1.9",0.002430968989943
"SSP1-1.9.45",45,0.654260971301337,"SSP1-1.9",0.000777641778725699
"SSP1-1.9.46",46,0.69382943299107,"SSP1-1.9",0.000332637175772958
"SSP1-1.9.47",47,0.587962351676597,"SSP1-1.9",0.0214996301675494
"SSP1-1.9.48",48,0.645811665305365,"SSP1-1.9",3.35806264969229e-05
"SSP1-1.9.49",49,0.603576468469735,"SSP1-1.9",0.00305333713562372
"SSP1-1.9.50",50,0.680067247577291,"SSP1-1.9",0.000402449028432379
"SSP1-1.9.51",51,0.742005034091315,"SSP1-1.9",5.63280967988554e-07
"SSP1-1.9.52",52,0.554236014654735,"SSP1-1.9",0.0801078339257695
"SSP1-1.9.53",53,0.651124674162991,"SSP1-1.9",2.62544935893154e-05
"SSP1-1.9.54",54,0.812836110792677,"SSP1-1.9",2.19225220024074e-06
"SSP1-1.9.55",55,0.493521203929011,"SSP1-1.9",0.0312286162200725
