"run_number","metric_result","scenario"
1,1.05681606885254,"SSP1-1.9"
2,1.18812519539881,"SSP1-1.9"
3,0.999446006665442,"SSP1-1.9"
4,0.837754107719789,"SSP1-1.9"
5,1.03488331073521,"SSP1-1.9"
6,1.22938584039465,"SSP1-1.9"
7,0.586601626349204,"SSP1-1.9"
8,0.33726229694815,"SSP1-1.9"
9,1.04170596914899,"SSP1-1.9"
10,0.565016382276594,"SSP1-1.9"
11,0.856673479353953,"SSP1-1.9"
12,0.729229191526004,"SSP1-1.9"
13,0.712359810855159,"SSP1-1.9"
14,0.47886260581094,"SSP1-1.9"
15,0.478286911645617,"SSP1-1.9"
16,0.494661514173506,"SSP1-1.9"
17,0.720533124678515,"SSP1-1.9"
18,1.13551635468355,"SSP1-1.9"
19,1.26127979774887,"SSP1-1.9"
20,0.898895579035167,"SSP1-1.9"
21,0.740082648193488,"SSP1-1.9"
22,0.562349496698055,"SSP1-1.9"
23,0.977135022845353,"SSP1-1.9"
24,0.741637732340281,"SSP1-1.9"
25,0.666449985284712,"SSP1-1.9"
26,0.726018551304825,"SSP1-1.9"
27,1.31665001667452,"SSP1-1.9"
28,0.798282129459632,"SSP1-1.9"
29,0.778275741149776,"SSP1-1.9"
30,0.842755054242189,"SSP1-1.9"
31,0.960288176073306,"SSP1-1.9"
32,0.700084866322042,"SSP1-1.9"
33,0.52379058889894,"SSP1-1.9"
34,1.02741444421692,"SSP1-1.9"
35,0.692806481311921,"SSP1-1.9"
36,0.675874865200387,"SSP1-1.9"
37,1.27004215461461,"SSP1-1.9"
38,0.819696125262994,"SSP1-1.9"
39,1.32101075624257,"SSP1-1.9"
40,0.796272956946763,"SSP1-1.9"
41,0.868093610077567,"SSP1-1.9"
42,1.27568803828409,"SSP1-1.9"
43,0.786099319242293,"SSP1-1.9"
44,0.93978616564802,"SSP1-1.9"
45,0.952702524812172,"SSP1-1.9"
46,0.891953391827882,"SSP1-1.9"
47,0.868641947831901,"SSP1-1.9"
48,1.2656034880682,"SSP1-1.9"
49,0.729158046400502,"SSP1-1.9"
50,0.921369320476346,"SSP1-1.9"
51,1.12401770272184,"SSP1-1.9"
52,0.986265824794867,"SSP1-1.9"
53,0.645631919194076,"SSP1-1.9"
54,1.22371579093868,"SSP1-1.9"
55,1.16000443112062,"SSP1-1.9"
56,0.939050525161144,"SSP1-1.9"
57,0.595074856221696,"SSP1-1.9"
58,0.211873681725222,"SSP1-1.9"
59,0.548241878244179,"SSP1-1.9"
60,0.890676598126876,"SSP1-1.9"
61,1.02327949690043,"SSP1-1.9"
62,0.968546323754921,"SSP1-1.9"
63,0.48990286919746,"SSP1-1.9"
64,0.934560920925282,"SSP1-1.9"
65,0.872503628526063,"SSP1-1.9"
66,0.960831402207793,"SSP1-1.9"
67,0.89200784107181,"SSP1-1.9"
68,1.08669276713104,"SSP1-1.9"
69,0.777923920032749,"SSP1-1.9"
70,0.853197855287933,"SSP1-1.9"
71,1.31286117125439,"SSP1-1.9"
72,0.981685502243821,"SSP1-1.9"
73,0.868813614857145,"SSP1-1.9"
74,0.513251333053787,"SSP1-1.9"
75,0.789062262153447,"SSP1-1.9"
76,0.648854243717203,"SSP1-1.9"
77,0.829729536232369,"SSP1-1.9"
78,0.947987870535684,"SSP1-1.9"
79,0.587880161356599,"SSP1-1.9"
80,0.659212369245694,"SSP1-1.9"
81,0.878381716019069,"SSP1-1.9"
82,0.377509917345314,"SSP1-1.9"
83,1.01200619789775,"SSP1-1.9"
84,0.365642080577222,"SSP1-1.9"
85,1.19918502920574,"SSP1-1.9"
86,0.684338333218224,"SSP1-1.9"
87,1.00961199000535,"SSP1-1.9"
88,0.517496242627913,"SSP1-1.9"
89,0.536640839206947,"SSP1-1.9"
90,0.0960598691046832,"SSP1-1.9"
91,0.485494983500395,"SSP1-1.9"
92,0.70218528325734,"SSP1-1.9"
93,0.516625309702035,"SSP1-1.9"
94,0.875111479350741,"SSP1-1.9"
95,1.04419432088904,"SSP1-1.9"
96,0.45483967756281,"SSP1-1.9"
97,1.01222681049232,"SSP1-1.9"
98,0.816564129715504,"SSP1-1.9"
99,1.31673290880265,"SSP1-1.9"
100,0.456960176245608,"SSP1-1.9"
101,0.723283915453964,"SSP1-1.9"
102,1.1640064114644,"SSP1-1.9"
103,1.23790470660664,"SSP1-1.9"
104,1.22478133855502,"SSP1-1.9"
105,0.796848001909043,"SSP1-1.9"
106,0.870667225257333,"SSP1-1.9"
107,0.674899032633729,"SSP1-1.9"
108,0.274545329689209,"SSP1-1.9"
109,0.637064170777562,"SSP1-1.9"
110,0.514809655210107,"SSP1-1.9"
111,0.58784018509642,"SSP1-1.9"
112,0.528937268762887,"SSP1-1.9"
113,0.655018880224322,"SSP1-1.9"
114,0.534392827633301,"SSP1-1.9"
115,1.48899587545213,"SSP1-1.9"
116,0.818538765611981,"SSP1-1.9"
117,0.655064629829609,"SSP1-1.9"
118,1.14492284123288,"SSP1-1.9"
119,0.777483170310722,"SSP1-1.9"
120,0.456589392029037,"SSP1-1.9"
121,0.544925841759233,"SSP1-1.9"
122,0.512494215504171,"SSP1-1.9"
123,0.898948872663008,"SSP1-1.9"
124,0.990839075890826,"SSP1-1.9"
125,0.647019578063211,"SSP1-1.9"
126,0.899477115627988,"SSP1-1.9"
127,0.297512857814936,"SSP1-1.9"
128,0.717894109808228,"SSP1-1.9"
129,0.636566578281664,"SSP1-1.9"
130,0.973856554873612,"SSP1-1.9"
131,0.623319783248911,"SSP1-1.9"
132,0.610492506610975,"SSP1-1.9"
133,1.48792620915862,"SSP1-1.9"
134,0.983025991061856,"SSP1-1.9"
135,1.08699506497703,"SSP1-1.9"
136,1.2173739141049,"SSP1-1.9"
137,0.538861741660535,"SSP1-1.9"
138,0.726150873989135,"SSP1-1.9"
139,0.685455612808822,"SSP1-1.9"
140,0.818349538034999,"SSP1-1.9"
141,0.702142004294336,"SSP1-1.9"
142,0.783412795248008,"SSP1-1.9"
143,0.727510153218039,"SSP1-1.9"
144,0.640185634126531,"SSP1-1.9"
145,0.488818111754952,"SSP1-1.9"
146,0.552121216853365,"SSP1-1.9"
147,0.855125011575772,"SSP1-1.9"
148,0.894312978529915,"SSP1-1.9"
149,1.03274363400625,"SSP1-1.9"
150,0.806819159048926,"SSP1-1.9"
151,0.716268434042078,"SSP1-1.9"
152,0.776832046384254,"SSP1-1.9"
153,0.637904875617192,"SSP1-1.9"
154,0.284433905677291,"SSP1-1.9"
155,0.500624901951044,"SSP1-1.9"
156,0.484168721337632,"SSP1-1.9"
157,0.714626666460528,"SSP1-1.9"
158,0.81669885081244,"SSP1-1.9"
159,0.779717796925987,"SSP1-1.9"
