"","run_number","metric_result","scenario","mc_weight"
"SSP1-1.9.1",1,0.867729418265839,"SSP1-1.9",0.0149234211032346
"SSP1-1.9.2",2,0.594673604982058,"SSP1-1.9",4.04600754861701e-05
"SSP1-1.9.3",3,0.797873377967524,"SSP1-1.9",0.00564131700354311
"SSP1-1.9.4",4,0.593128710852544,"SSP1-1.9",0.00432015833365743
"SSP1-1.9.5",5,0.644158102640036,"SSP1-1.9",0.0201803441162225
"SSP1-1.9.6",6,0.819792030902474,"SSP1-1.9",0.0555605711565333
"SSP1-1.9.7",7,0.553793506485279,"SSP1-1.9",0.00723557427371818
"SSP1-1.9.8",8,0.714764212182083,"SSP1-1.9",9.41413509547405e-06
"SSP1-1.9.9",9,0.701289310727618,"SSP1-1.9",3.92420204125777e-06
"SSP1-1.9.10",10,0.978740154804929,"SSP1-1.9",7.04229888416703e-05
"SSP1-1.9.11",11,0.595981223668899,"SSP1-1.9",0.061339118820845
"SSP1-1.9.12",12,0.81824403943195,"SSP1-1.9",0.00225075413496395
"SSP1-1.9.13",13,0.706353841243791,"SSP1-1.9",0.0208614386580077
"SSP1-1.9.14",14,0.358628211968513,"SSP1-1.9",0.00205823731885443
"SSP1-1.9.15",15,0.627297434048812,"SSP1-1.9",0.0102750531210854
"SSP1-1.9.16",16,0.721072057927356,"SSP1-1.9",0.0401353664980739
"SSP1-1.9.17",17,0.746765673023343,"SSP1-1.9",0.0099861861626097
"SSP1-1.9.18",18,0.958134204946368,"SSP1-1.9",2.78664197485299e-05
"SSP1-1.9.19",19,1.00119124645905,"SSP1-1.9",0.0125213913345803
"SSP1-1.9.20",20,0.557794894164553,"SSP1-1.9",0.000374166158943407
"SSP1-1.9.21",21,0.614739890947834,"SSP1-1.9",8.07645053699308e-06
"SSP1-1.9.22",22,0.796261863643858,"SSP1-1.9",0.0582698664035843
"SSP1-1.9.23",23,0.447356751216978,"SSP1-1.9",3.45570546209613e-05
"SSP1-1.9.24",24,0.602410874949493,"SSP1-1.9",0.00286022975525821
"SSP1-1.9.25",25,0.494074101196007,"SSP1-1.9",0.0142287538814794
"SSP1-1.9.26",26,0.495481412276888,"SSP1-1.9",0.00212452883751257
"SSP1-1.9.27",27,0.936532954331807,"SSP1-1.9",1.39143033351913e-08
"SSP1-1.9.28",28,0.759410903354316,"SSP1-1.9",1.36155360842881e-05
"SSP1-1.9.29",29,0.812016410873449,"SSP1-1.9",0.00643311873177716
"SSP1-1.9.30",30,1.22822443211738,"SSP1-1.9",0.0134935902827251
"SSP1-1.9.31",31,0.78735639693052,"SSP1-1.9",0.0167211488042804
"SSP1-1.9.32",32,0.380249342755749,"SSP1-1.9",0.00100721638906241
"SSP1-1.9.33",33,0.68724532792093,"SSP1-1.9",0.057160203052044
"SSP1-1.9.34",34,0.972113340664722,"SSP1-1.9",0.00209582579263179
"SSP1-1.9.35",35,0.866260231436257,"SSP1-1.9",0.00698096201839714
"SSP1-1.9.36",36,0.833751632207895,"SSP1-1.9",0.010352617794011
"SSP1-1.9.37",37,1.18047419132623,"SSP1-1.9",1.41181887140096e-05
"SSP1-1.9.38",38,0.778003612437421,"SSP1-1.9",0.00666916615858767
"SSP1-1.9.39",39,0.685815208024427,"SSP1-1.9",0.000113967541503075
"SSP1-1.9.40",40,0.475182930597292,"SSP1-1.9",0.00019245484477202
"SSP1-1.9.41",41,0.799389588417714,"SSP1-1.9",0.000353179243097
"SSP1-1.9.42",42,1.1753519659094,"SSP1-1.9",2.46894454338558e-05
"SSP1-1.9.43",43,1.08852870175961,"SSP1-1.9",0.0210796116346307
"SSP1-1.9.44",44,0.567662323701707,"SSP1-1.9",0.00375847074596311
"SSP1-1.9.45",45,0.85037433564764,"SSP1-1.9",0.00114995601334896
"SSP1-1.9.46",46,0.987570677056011,"SSP1-1.9",0.00120034608214894
"SSP1-1.9.47",47,0.726340078106299,"SSP1-1.9",0.027922578586603
"SSP1-1.9.48",48,0.817056398665678,"SSP1-1.9",9.29771505751055e-05
"SSP1-1.9.49",49,0.642716435733258,"SSP1-1.9",0.00139773924559372
"SSP1-1.9.50",50,0.873939110589478,"SSP1-1.9",9.02957058804398e-05
"SSP1-1.9.51",51,0.965359199968127,"SSP1-1.9",0.000162972596962995
"SSP1-1.9.52",52,0.733801077800092,"SSP1-1.9",0.0554508304381607
"SSP1-1.9.53",53,0.808093597804976,"SSP1-1.9",0.000442032994973627
"SSP1-1.9.54",54,1.23171499433616,"SSP1-1.9",1.4623664077748e-05
"SSP1-1.9.55",55,0.538644383180801,"SSP1-1.9",0.0347224136721232
"SSP1-1.9.56",56,0.746698100868158,"SSP1-1.9",9.09098042201689e-09
"SSP1-1.9.57",57,0.958845940156863,"SSP1-1.9",0.000279985262636254
"SSP1-1.9.58",58,0.762605636142938,"SSP1-1.9",0.00906544349312064
"SSP1-1.9.59",59,0.79914921370793,"SSP1-1.9",0.00018746932838533
"SSP1-1.9.60",60,0.587330720363088,"SSP1-1.9",0.0191515619159613
"SSP1-1.9.61",61,0.826500146945535,"SSP1-1.9",4.96485497919944e-08
"SSP1-1.9.62",63,0.565340257389065,"SSP1-1.9",0.00108159151868814
