"run_number","metric_result","scenario"
1,1.11870708448844,"SSP1-1.9"
2,1.13648274154492,"SSP1-1.9"
3,0.796319010212615,"SSP1-1.9"
4,0.885677339107428,"SSP1-1.9"
5,1.02284075709733,"SSP1-1.9"
6,1.15381081167661,"SSP1-1.9"
7,0.608383636238475,"SSP1-1.9"
8,0.575865716567393,"SSP1-1.9"
9,1.1966824692822,"SSP1-1.9"
10,0.707248778293761,"SSP1-1.9"
11,0.978270054487619,"SSP1-1.9"
12,0.702323378071266,"SSP1-1.9"
13,0.756082041952368,"SSP1-1.9"
14,0.739241243679227,"SSP1-1.9"
15,0.662336794140729,"SSP1-1.9"
16,0.792654398422583,"SSP1-1.9"
17,0.750968886443382,"SSP1-1.9"
18,0.997067275389451,"SSP1-1.9"
19,1.16202178435208,"SSP1-1.9"
20,1.00705540670806,"SSP1-1.9"
21,0.876299957379556,"SSP1-1.9"
22,0.54264251147625,"SSP1-1.9"
23,0.994976434560516,"SSP1-1.9"
24,0.716174758327151,"SSP1-1.9"
25,0.66756027387082,"SSP1-1.9"
26,0.768532335659247,"SSP1-1.9"
27,1.15775565686647,"SSP1-1.9"
28,0.780052513890866,"SSP1-1.9"
29,0.638521396316725,"SSP1-1.9"
30,0.901659273818616,"SSP1-1.9"
31,0.887737264783716,"SSP1-1.9"
32,0.935371334029488,"SSP1-1.9"
33,0.630121183624794,"SSP1-1.9"
34,0.62064043726544,"SSP1-1.9"
35,0.668412670379141,"SSP1-1.9"
36,0.846830226966325,"SSP1-1.9"
37,1.19536312930202,"SSP1-1.9"
38,0.805061265456419,"SSP1-1.9"
39,1.37433192089823,"SSP1-1.9"
40,0.692085875704453,"SSP1-1.9"
41,0.98492899876287,"SSP1-1.9"
42,1.20635268539211,"SSP1-1.9"
43,0.745043922597974,"SSP1-1.9"
44,0.856776403740651,"SSP1-1.9"
45,1.03432586005285,"SSP1-1.9"
46,0.856979806463412,"SSP1-1.9"
47,0.988300186650186,"SSP1-1.9"
48,0.979777912994204,"SSP1-1.9"
49,0.832484349019656,"SSP1-1.9"
50,0.802604246747564,"SSP1-1.9"
51,1.15995139039871,"SSP1-1.9"
52,1.0392369068765,"SSP1-1.9"
53,1.06634929761871,"SSP1-1.9"
54,1.44236019418224,"SSP1-1.9"
55,1.26104850808764,"SSP1-1.9"
56,0.908592009891004,"SSP1-1.9"
57,0.458169749114008,"SSP1-1.9"
58,0.492498506304968,"SSP1-1.9"
59,0.582121102010886,"SSP1-1.9"
60,1.103561427494,"SSP1-1.9"
61,1.2638823476256,"SSP1-1.9"
62,1.01335787903701,"SSP1-1.9"
63,0.641112857093811,"SSP1-1.9"
64,0.949256975350123,"SSP1-1.9"
65,0.911410515060659,"SSP1-1.9"
66,0.827673717426435,"SSP1-1.9"
67,0.909667301718374,"SSP1-1.9"
68,0.932699189677125,"SSP1-1.9"
69,0.916644390874128,"SSP1-1.9"
70,0.872740331072038,"SSP1-1.9"
71,1.61235136383525,"SSP1-1.9"
72,1.12622735979176,"SSP1-1.9"
73,1.09289970492626,"SSP1-1.9"
74,0.687508586928465,"SSP1-1.9"
75,0.909334952058072,"SSP1-1.9"
76,0.904909108732766,"SSP1-1.9"
77,0.709430727416245,"SSP1-1.9"
78,0.83195122207706,"SSP1-1.9"
79,0.664415691772879,"SSP1-1.9"
80,0.814382401277672,"SSP1-1.9"
81,0.96651615013966,"SSP1-1.9"
82,0.402948243157935,"SSP1-1.9"
83,1.07665826216918,"SSP1-1.9"
84,0.501194435735914,"SSP1-1.9"
85,1.18286099216224,"SSP1-1.9"
86,0.692124500918827,"SSP1-1.9"
87,0.883142041121233,"SSP1-1.9"
88,0.675002958169502,"SSP1-1.9"
89,0.575002338303693,"SSP1-1.9"
90,0.390274664951172,"SSP1-1.9"
91,0.764126468417105,"SSP1-1.9"
92,0.567503911274003,"SSP1-1.9"
93,0.487542765641811,"SSP1-1.9"
94,0.965991718087387,"SSP1-1.9"
95,0.977966299533705,"SSP1-1.9"
96,0.54527338312647,"SSP1-1.9"
97,0.951352716905131,"SSP1-1.9"
98,0.949515076084994,"SSP1-1.9"
99,1.1737099325291,"SSP1-1.9"
100,0.710630755778917,"SSP1-1.9"
101,0.766656348503971,"SSP1-1.9"
102,1.24815152152569,"SSP1-1.9"
103,1.25566993415558,"SSP1-1.9"
104,1.28061017407894,"SSP1-1.9"
105,0.651477865277226,"SSP1-1.9"
106,0.722828171332371,"SSP1-1.9"
107,0.683894241252774,"SSP1-1.9"
108,0.438017452227498,"SSP1-1.9"
109,0.678349022381159,"SSP1-1.9"
110,0.537468191117672,"SSP1-1.9"
