"","run_number","metric_result","scenario","mc_weight"
"SSP1-1.9.1",1,0.685298296416239,"SSP1-1.9",0.0149234211032346
"SSP1-1.9.2",2,0.523539074991279,"SSP1-1.9",4.04600754861701e-05
"SSP1-1.9.3",3,0.647537093997069,"SSP1-1.9",0.00564131700354311
"SSP1-1.9.4",4,0.522074589494783,"SSP1-1.9",0.00432015833365743
"SSP1-1.9.5",5,0.563622515010605,"SSP1-1.9",0.0201803441162225
"SSP1-1.9.6",6,0.661350474897943,"SSP1-1.9",0.0555605711565333
"SSP1-1.9.7",7,0.499350373040266,"SSP1-1.9",0.00723557427371818
"SSP1-1.9.8",8,0.582103772700008,"SSP1-1.9",9.41413509547405e-06
"SSP1-1.9.9",9,0.593654386121145,"SSP1-1.9",3.92420204125777e-06
"SSP1-1.9.10",10,0.734214776069662,"SSP1-1.9",7.04229888416703e-05
"SSP1-1.9.11",11,0.492259283322304,"SSP1-1.9",0.061339118820845
"SSP1-1.9.12",12,0.625752787506301,"SSP1-1.9",0.00225075413496395
"SSP1-1.9.13",13,0.597909371433667,"SSP1-1.9",0.0208614386580077
"SSP1-1.9.14",14,0.375058688065282,"SSP1-1.9",0.00205823731885443
"SSP1-1.9.15",15,0.55041028850007,"SSP1-1.9",0.0102750531210854
"SSP1-1.9.16",16,0.608866698708258,"SSP1-1.9",0.0401353664980739
"SSP1-1.9.17",17,0.617420059647332,"SSP1-1.9",0.0099861861626097
"SSP1-1.9.18",18,0.740335149209468,"SSP1-1.9",2.78664197485299e-05
"SSP1-1.9.19",19,0.748408448974444,"SSP1-1.9",0.0125213913345803
"SSP1-1.9.20",20,0.492064330888725,"SSP1-1.9",0.000374166158943407
"SSP1-1.9.21",21,0.530984066784158,"SSP1-1.9",8.07645053699308e-06
"SSP1-1.9.22",22,0.644420739823762,"SSP1-1.9",0.0582698664035843
"SSP1-1.9.23",23,0.423949516527577,"SSP1-1.9",3.45570546209613e-05
"SSP1-1.9.24",24,0.514012963831317,"SSP1-1.9",0.00286022975525821
"SSP1-1.9.25",25,0.463553791931657,"SSP1-1.9",0.0142287538814794
"SSP1-1.9.26",26,0.452678926794456,"SSP1-1.9",0.00212452883751257
"SSP1-1.9.27",27,0.731475197970028,"SSP1-1.9",1.39143033351913e-08
"SSP1-1.9.28",28,0.618444557762786,"SSP1-1.9",1.36155360842881e-05
"SSP1-1.9.29",29,0.659950476806045,"SSP1-1.9",0.00643311873177716
"SSP1-1.9.30",30,0.886320804169062,"SSP1-1.9",0.0134935902827251
"SSP1-1.9.31",31,0.63456091401428,"SSP1-1.9",0.0167211488042804
"SSP1-1.9.32",32,0.393948205242318,"SSP1-1.9",0.00100721638906241
"SSP1-1.9.33",33,0.587126373294388,"SSP1-1.9",0.057160203052044
"SSP1-1.9.34",34,0.724674225787077,"SSP1-1.9",0.00209582579263179
"SSP1-1.9.35",35,0.698673610173103,"SSP1-1.9",0.00698096201839714
"SSP1-1.9.36",36,0.668208952210874,"SSP1-1.9",0.010352617794011
"SSP1-1.9.37",37,0.850416692574844,"SSP1-1.9",1.41181887140096e-05
"SSP1-1.9.38",38,0.622457990376156,"SSP1-1.9",0.00666916615858767
