"","run_number","metric_result","scenario","mc_weight"
"SSP1-1.9.1",1,0.813132795035004,"SSP1-1.9",0.00635774141538925
"SSP1-1.9.2",2,0.653728363067582,"SSP1-1.9",0.000330164450013641
"SSP1-1.9.3",3,0.770250511888767,"SSP1-1.9",0.00110935814060687
"SSP1-1.9.4",4,0.565718459095449,"SSP1-1.9",0.00385133400799958
"SSP1-1.9.5",5,0.755970030203657,"SSP1-1.9",0.0697860112921735
"SSP1-1.9.6",6,0.702288736739466,"SSP1-1.9",0.020241065012926
"SSP1-1.9.7",7,0.552112381308052,"SSP1-1.9",0.00868081444372597
"SSP1-1.9.8",8,0.642243784372528,"SSP1-1.9",8.93034156420039e-07
"SSP1-1.9.9",9,0.763056399785753,"SSP1-1.9",2.2993106597217e-06
"SSP1-1.9.10",10,0.949216078753011,"SSP1-1.9",0.000323859186760202
"SSP1-1.9.11",11,0.32185581518887,"SSP1-1.9",0.079009033908681
"SSP1-1.9.12",12,0.655125770217379,"SSP1-1.9",0.00220738831134016
"SSP1-1.9.13",13,0.69442569060731,"SSP1-1.9",0.0313993564244524
"SSP1-1.9.14",14,0.393239655361083,"SSP1-1.9",0.00443531848898764
"SSP1-1.9.15",15,0.665967911170241,"SSP1-1.9",0.0206610475031334
"SSP1-1.9.16",16,0.673676327510024,"SSP1-1.9",0.0390481289941293
"SSP1-1.9.17",17,0.688750068826906,"SSP1-1.9",0.00477021037799593
"SSP1-1.9.18",18,1.0001406452873,"SSP1-1.9",8.19442701146552e-06
"SSP1-1.9.19",19,0.892424342158488,"SSP1-1.9",0.00123704274888422
"SSP1-1.9.20",20,0.551147092182723,"SSP1-1.9",0.000363187710447539
"SSP1-1.9.21",21,0.645635339788137,"SSP1-1.9",2.26082560084725e-05
"SSP1-1.9.22",22,0.689670304345206,"SSP1-1.9",0.0502485274021455
"SSP1-1.9.23",23,0.467006749092975,"SSP1-1.9",2.86315203400325e-05
"SSP1-1.9.24",24,0.487603201541241,"SSP1-1.9",0.00177429393335464
"SSP1-1.9.25",25,0.466079743702552,"SSP1-1.9",0.0138538402598141
"SSP1-1.9.26",26,0.454887418269117,"SSP1-1.9",0.000820061696592471
"SSP1-1.9.27",27,0.987631984953351,"SSP1-1.9",5.96594045012478e-10
"SSP1-1.9.28",28,0.849620666913206,"SSP1-1.9",0.0014893106367303
"SSP1-1.9.29",29,0.784498521828978,"SSP1-1.9",0.00194829609517764
"SSP1-1.9.30",30,1.24351215098565,"SSP1-1.9",0.00517538881240685
"SSP1-1.9.31",31,0.668468859116438,"SSP1-1.9",0.00204682677851022
"SSP1-1.9.32",32,0.445785421126388,"SSP1-1.9",0.00262588808362902
"SSP1-1.9.33",33,0.654333266537824,"SSP1-1.9",0.07489535665594
"SSP1-1.9.34",34,0.873730853890934,"SSP1-1.9",0.00319380667003874
"SSP1-1.9.35",35,0.922044867794364,"SSP1-1.9",0.00507896958038899
"SSP1-1.9.36",36,0.80411562918161,"SSP1-1.9",0.013225918696887
"SSP1-1.9.37",37,1.15952006174585,"SSP1-1.9",9.46074214422691e-07
"SSP1-1.9.38",38,0.67708308585508,"SSP1-1.9",0.00525434414282947
"SSP1-1.9.39",39,0.78669543281662,"SSP1-1.9",0.000318290959028587
"SSP1-1.9.40",40,0.476974024297171,"SSP1-1.9",0.000107836967306078
"SSP1-1.9.41",41,0.792983809326533,"SSP1-1.9",7.1234604917146e-05
"SSP1-1.9.42",42,1.00528345726781,"SSP1-1.9",1.88039861910793e-05
"SSP1-1.9.43",43,1.16151569932203,"SSP1-1.9",0.0447134938854513
"SSP1-1.9.44",44,0.467846094914997,"SSP1-1.9",0.002430968989943
"SSP1-1.9.45",45,0.780426316150302,"SSP1-1.9",0.000777641778725699
"SSP1-1.9.46",46,0.820269768947705,"SSP1-1.9",0.000332637175772958
"SSP1-1.9.47",47,0.63189855236653,"SSP1-1.9",0.0214996301675494
"SSP1-1.9.48",48,0.770799370368771,"SSP1-1.9",3.35806264969229e-05
"SSP1-1.9.49",49,0.711066622402743,"SSP1-1.9",0.00305333713562372
"SSP1-1.9.50",50,0.824844681743349,"SSP1-1.9",0.000402449028432379
"SSP1-1.9.51",51,0.962173885749761,"SSP1-1.9",5.63280967988554e-07
"SSP1-1.9.52",52,0.524079375724362,"SSP1-1.9",0.0801078339257695
"SSP1-1.9.53",53,0.791805344029872,"SSP1-1.9",2.62544935893154e-05
"SSP1-1.9.54",54,1.10095204748891,"SSP1-1.9",2.19225220024074e-06
"SSP1-1.9.55",55,0.456446336901334,"SSP1-1.9",0.0312286162200725
"SSP1-1.9.56",56,0.870706603701366,"SSP1-1.9",1.78383067028883e-08
"SSP1-1.9.57",57,0.944585318471856,"SSP1-1.9",0.000470637441969437
"SSP1-1.9.58",58,0.669266346427479,"SSP1-1.9",0.00670525998936879
"SSP1-1.9.59",59,0.946518636220617,"SSP1-1.9",0.000223192674329495
"SSP1-1.9.60",60,0.678229865196489,"SSP1-1.9",0.0542896094569062
