"","run_number","metric_result","scenario","mc_weight"
"SSP1-1.9.1",1,0.800786644760163,"SSP1-1.9",0.00635774141538925
"SSP1-1.9.2",2,0.463758228376795,"SSP1-1.9",0.000330164450013641
"SSP1-1.9.3",3,0.696757270794613,"SSP1-1.9",0.00110935814060687
"SSP1-1.9.4",4,0.428665153886622,"SSP1-1.9",0.00385133400799958
"SSP1-1.9.5",5,0.490803541712051,"SSP1-1.9",0.0697860112921735
"SSP1-1.9.6",6,0.707733265225727,"SSP1-1.9",0.020241065012926
"SSP1-1.9.7",7,0.365401123504161,"SSP1-1.9",0.00868081444372597
"SSP1-1.9.8",8,0.662318251709791,"SSP1-1.9",8.93034156420039e-07
"SSP1-1.9.9",9,0.565744338913786,"SSP1-1.9",2.2993106597217e-06
"SSP1-1.9.10",10,1.08164505557443,"SSP1-1.9",0.000323859186760202
"SSP1-1.9.11",11,0.536987493796106,"SSP1-1.9",0.079009033908681
"SSP1-1.9.12",12,0.8492751304644,"SSP1-1.9",0.00220738831134016
"SSP1-1.9.13",13,0.57948723236233,"SSP1-1.9",0.0313993564244524
"SSP1-1.9.14",14,0.0645239735755573,"SSP1-1.9",0.00443531848898764
"SSP1-1.9.15",15,0.438705754906926,"SSP1-1.9",0.0206610475031334
"SSP1-1.9.16",16,0.605918221722269,"SSP1-1.9",0.0390481289941293
"SSP1-1.9.17",17,0.637646068818299,"SSP1-1.9",0.00477021037799593
"SSP1-1.9.18",18,0.935338962219117,"SSP1-1.9",8.19442701146552e-06
"SSP1-1.9.19",19,0.981429202207461,"SSP1-1.9",0.00123704274888422
"SSP1-1.9.20",20,0.404051730566054,"SSP1-1.9",0.000363187710447539
"SSP1-1.9.21",21,0.505090930562618,"SSP1-1.9",2.26082560084725e-05
"SSP1-1.9.22",22,0.679837765874687,"SSP1-1.9",0.0502485274021455
"SSP1-1.9.23",23,0.271841640625039,"SSP1-1.9",2.86315203400325e-05
"SSP1-1.9.24",24,0.498344129773774,"SSP1-1.9",0.00177429393335464
"SSP1-1.9.25",25,0.286054617188511,"SSP1-1.9",0.0138538402598141
"SSP1-1.9.26",26,0.323967465065253,"SSP1-1.9",0.000820061696592471
"SSP1-1.9.27",27,0.902801156344664,"SSP1-1.9",5.96594045012478e-10
"SSP1-1.9.28",28,0.839308500702025,"SSP1-1.9",0.0014893106367303
"SSP1-1.9.29",29,0.703322052316741,"SSP1-1.9",0.00194829609517764
"SSP1-1.9.30",30,1.27888599165845,"SSP1-1.9",0.00517538881240685
"SSP1-1.9.31",31,0.687854186070573,"SSP1-1.9",0.00204682677851022
"SSP1-1.9.32",32,0.160433629127836,"SSP1-1.9",0.00262588808362902
"SSP1-1.9.33",33,0.553935184098086,"SSP1-1.9",0.07489535665594
