"","BETA","Q10_RH","NPP_FLUX0","AERO_SCALE","DIFFUSIVITY","ECS"
"1",0.433811260102116,0.865252527849997,43.5151694226038,0.722447688856662,2.37499062718728,2.46764297632511
"2",0.50198627290533,1.26918251867868,50.1567377683138,0.989273183997783,2.16817251283716,2.75650487154775
"3",0.364412443821198,1.24703942685134,58.7308847669245,0.897915120323643,2.29569751342845,2.8349832282175
"4",0.544954426615589,2.45921940367485,71.4628570444494,0.795204466178178,2.31920638006178,3.81460369197484
"5",0.63324131230593,2.15804130447764,42.3537573781103,0.785649367886831,2.46618765525883,2.72258491335082
"6",0.478794844218069,1.59927715273426,36.1929265430056,1.20945599555345,2.44103092730049,3.52591435402147
"7",0.438008073891987,1.14520861160674,72.8761423830958,0.735141394088377,2.23815999719148,2.19067089144823
"8",0.434045184142734,0.988396621716633,70.7287843616174,0.857564926832956,2.25213068859656,4.32122937752514
"9",0.663423450268822,0.515839035865351,57.535937338516,1.3806979995241,2.41035842483226,4.06131434465914
"10",0.538248587589738,3.28396129360493,57.1725193728829,0.816930855542958,2.41008847780988,4.06728713483748
